Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;X;Y;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado;Importe 2023;Importe 2024;Importe 2025;Importe 2026;Resto Anualidades;Total previsto;Estado;Url complementaria1;Url complementaria2;Observaciones;Url_fotografia;Fecha de los datos;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/04;PABELLÓN DE CRISTAL. REHABILITACIÓN EDIFICIOS;2022;2025;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;;;40.4144661;-3.7401438;0;INVERSIONES DE CARÁCTER GENERAL;    ;100.000,00;400.000,00;500.000,00;    ;    ;1.000.000,00;EN PROCESO;;;;;26/04/2023;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/003;OBRAS CAJA MÁGICA;2022;2025;;212;USERA;Cmo. de Perales, 23;Camino;Perales;23;;;;;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;    ;250.000,00;802.700,00;20.001.300,00;    ;    ;21.054.000,00;EN PROCESO;;;;;26/04/2023;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2020/EMSFMC/02;ACTUACIONES EN CEMENTERIO DE LA ALMUDENA;2020;2023;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;;;40.4254386;-3.6490277;4;SALUD PÚBLICA;995.356,13;4.332.546,00;0;0;0;0;5.327.902,13;EN PROCESO;;;;;26/04/2023;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2020/EMSFMC/05;RENOVACIÓN  TANATORIOS M30;2020;2023;;215;CIUDAD LINEAL;Calle Salvador De Madariaga,11 28027 Madrid;Calle;Salvador De Madariaga;11;;;40.4401633;-3.6598874;4;SALUD PÚBLICA;3.440.083,00;1.336.160,00;0;0;0;0;4.776.243,00;EN PROCESO;;;;;26/04/2023;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;001/2023/1;REHABILITACIÓN CEMENTERIOS Muros Almudena;2022;2026;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;;;;;4;SALUD PÚBLICA;220.608,00;3.255.000,00;50.000,00;50.000,00;50.000,00;0;3.625.608,00;EN PROCESO;;;;;26/04/2023;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;001/2023/2;REHABILITACIÓN CEMENTERIOS Carabanchel Sur;2023;2023;;211;CARABANCHEL;Calle Ildefonso González Valencia, 2, 28054 Madrid;Calle;Ildefonso González Valencia;2;;;;;4;SALUD PÚBLICA;0;1.850.000,00;0;0;0;0;1.850.000,00;EN PROCESO;;;;;26/04/2023;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;002/2023/1;UNIDADES DE ENTERRAMIENTO (Almudena);2022;2026;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;;;;;4;SALUD PÚBLICA;1.057.531,51;3.156.299,40;450.000,00;450.000,00;450.000,00;0;5.563.830,91;EN PROCESO;;;;;26/04/2023;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;002/2023/2;UNIDADES DE ENTERRAMIENTO (Carabanchel Sur);2022;2026;;211;CARABANCHEL;Calle Ildefonso González Valencia, 2, 28054 Madrid;Calle;Ildefonso González Valencia;2;;;;;4;SALUD PÚBLICA;908.296,94;450.000,00;450.000,00;450.000,00;450.000,00;0;2.708.296,94;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;31;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 41B;2019;2024;;219;VICÁLVARO;Contrucción Calle Cerro Del Tesoro, 31;Calle;Cerro del Tesoro;31;;;40.4069441;-3.5531687;15;VIVENDA;1.057.845,57;3.531.536,34;7.373.076,35;4.909.569,99;0;0;16.872.028,25;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;29;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 39A;2019;2024;;219;VICÁLVARO;Contrucción Calle Diálogo, 79;Calle;Calle Diálogo;79;;;40.4067067;-3.5560424;15;VIVENDA;1.129.420,08;3.920.151,63;7.373.126,23;4.449.444,45;0;0;16.872.142,39;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;30;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 39B;2019;2024;;219;VICÁLVARO;Contrucción Calle Diálogo, 63;Calle;Calle Diálogo;63;;;40.4067044;-3.556465;15;VIVENDA;683.354,38;1.511.858,58;8.371.178,50;7.187.963,73;0;0;17.754.355,19;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;38;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 10BC;2020;2025;;219;VICÁLVARO;Contrucción Calle Ilusión, 41;Calle;Ilusión;41;;;40.405684;-3.5572887;15;VIVENDA;279.971,87;155.970,18;4.096.012,28;4.915.214,74;5.189.695,61;0;14.636.864,68;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;35;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 5C;2020;2025;;219;VICÁLVARO;Contrucción Calle Arroyo Cañaveral, 75;Calle;Arroyo Cañaveral;75;;;40.4002565;-3.5605078;15;VIVENDA;84.627,40;357.107,41;3.766.907,83;4.808.818,51;5.106.988,29;0;14.124.449,44;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;26;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO M5A;2019;2024;;219;VICÁLVARO;Contrucción Cl Enrique Urquijo, 90;Calle;Enrique Urquijo;90;;;40.4006641;-3.5614487;15;VIVENDA;1.327.141,16;3.640.695,28;6.578.340,06;3.121.248,38;0;0;14.667.424,88;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;27;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN8 VICALVARO M5B;2019;2024;;219;VICÁLVARO;Contrucción Cl Francisco Grande Covian, 170;Calle;Grande Covian;170;;;40.4014654;-3.5614492;15;VIVENDA;1.479.552,44;2.765.560,36;5.727.207,38;2.797.372,97;0;0;12.769.693,15;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;34;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 34B;2020;2025;;219;VICÁLVARO;Contrucción Avenida Miguel Delibes, 65;Avenida;Miguel Delibes;65;;;40.405514;-3.5615997;15;VIVENDA;23.768,33;476.116,55;3.787.940,71;4.734.925,89;6.977.248,52;0;16.000.000,00;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;37;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 6B;2020;2025;;219;VICÁLVARO;Contrucción Calle Enrique Urquijo, 91;Calle;Enrique Urquijo;91;;;40.4010441;-3.5618687;15;VIVENDA;155.839,79;107.690,05;1.898.600,86;2.476.435,91;2.731.465,46;0;7.370.032,07;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;36;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 6A;2020;2025;;219;VICÁLVARO;Contrucción Calle Enrique Urquijo, 81;Calle;Enrique Urquijo;81;;;40.4007041;-3.5621687;15;VIVENDA;55.819,72;212.801,00;1.898.600,86;2.476.435,91;3.556.881,29;0;8.200.538,78;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;32;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 30A;2019;2024;;219;VICÁLVARO;Contrucción Avenida Miguel Delibes, 50;Avenida;Miguel Delibes;50;;;40.4054441;-3.5638987;15;VIVENDA;811.926,93;2.629.724,68;6.288.702,91;3.940.738,76;0;0;13.671.093,28;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;33;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 30D;2019;2024;;219;VICÁLVARO;Contrucción Calle Jose Escobar Y Saliente, 80;Calle;Jose Escobar Y Saliente;80;;;40.4048787;-3.5647897;15;VIVENDA;589.795,93;687.385,58;6.359.823,52;5.851.485,99;0;0;13.488.491,02;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 3;2019;2024;;218;VILLA DE VALLECAS;Contrucción Calle Castejon De Henares;Calle;Castejon De Henares;;;;40.374148939335800;-3.63320586229997;15;VIVENDA;1.304.425,06;2.142.986,62;6.373.398,72;2.494.935,91;0;0;12.315.746,31;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;23;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 1;2019;2024;;218;VILLA DE VALLECAS;Contrucción Calle El Sitio De Baler Nº 1 A 11 Y Crta. Villaverde A Vallecas Nº 290;;;;;;40.374018500360700;-3.635026476527200;15;VIVENDA;1.949.656,42;3.913.612,04;7.495.572,06;1.125.357,19;0;0;14.484.197,71;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;24;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 2;2019;2024;;218;VILLA DE VALLECAS;Contrucción Calle De Nueva Creacion;;;;;;40.37351413395200;-3.635163450630150;15;VIVENDA;2.214.990,87;5.798.550,41;4.545.844,44;200.000,39;0;0;12.759.386,11;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;20;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN SAN FRANCISCO JAVIER VI;2017;2023;;213;PUENTE DE VALLECAS;Contrucción Calle Eduardo Rojo;Calle;Eduardo Rojo;;;;40.38564471870830;-3.6636112588068200;15;VIVENDA;3.604.919,48;8.577.230,61;2.941.387,03;0;0;0;15.123.537,12;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;10;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 3;2017;2024;;213;PUENTE DE VALLECAS;Contrucción Calle Martínez De La Riva, 100;Calle;Martínez de la Riva;100;;;40.386498;-3.6663675;15;VIVENDA;1.221.091,79;1.616.216,04;5.910.713,56;2.933.230,71;0;0;11.681.252,10;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;22;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 4;2019;2024;;213;PUENTE DE VALLECAS;Contrucción Calle Peña Amaya, 1;Calle;Peña Amaya;1;;;40.3850508;-3.6668926;15;VIVENDA;1.246.436,38;2.557.880,89;5.095.934,30;1.170.764,85;0;0;10.071.016,42;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;9;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 2;2017;2023;;213;PUENTE DE VALLECAS;Contrucción Calle Puerto De La Bonaigua, 45;Calle;Puerto de la Bonaigua;45;;;40.3864054;-3.6671987;15;VIVENDA;6.284.135,14;5.707.091,88;241.500,00;0;0;0;12.232.727,02;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;11;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 14;2018;2024;;213;PUENTE DE VALLECAS;Contrucción Avenida San Diego, 89;Avenida;San Diego;89;;;40.3851781;-3.6680348;15;VIVENDA;3.306.899,36;4.435.799,32;10.884.239,32;5.034.451,83;0;0;23.661.389,83;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;28;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VILLAVERDE INGENIEROS;2019;2024;;217;VILLAVERDE;Contrucción Calle La Pícara Molinera, 62;Calle;La Pícara Molinera;62;;;40.3545193;-3.7050987;15;VIVENDA;1.302.316,18;3.825.613,35;8.574.833,26;4.050.515,19;0;0;17.753.277,98;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;40;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN BLOQUES 300;2023;2026;;217;VILLAVERDE;Calle Rocafort 28-48;Calle;Rocafort 28-48;28-48;;;;;15;VIVENDA;;850.000,00;2.000.000,00;8.000.000,00;3.150.000,00;0;14.000.000,00;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;41;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LOS OLIVOS FASE 3;2021;2025;;210;LATINA;Calle San Fulgencio, 2;Calle;San Fulgencio, 2;2;;;;;15;VIVENDA;711,48;95.156,31;329.141,81;987.425,42;1.249.667,66;;2.662.102,68;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;42;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LOS OLIVOS FASE 4;2021;2025;;210;LATINA;CalleSan Timoteo, 27;Calle;San Timoteo, 27;27;;;;;15;VIVENDA;711,48;184.318,61;837.938,62;2.513.815,88;3.449.638,26;;6.986.422,85;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;44;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN ARROYO DEL FRESNO 3B;2021;2026;;208;FUENCARRAL-EL PARDO;Calle María de Maeztu, 24;Calle;María de Maeztu, 24;24;;;;;15;VIVENDA;711,48;82.487,50;412.437,48;1.500.000,00;5.177.189,27;;7.172.825,73;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;45;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN CARABANCHEL (4.7.2.) PMS 29676;2021;2026;;211;CARABANCHEL;Avda. del Euro 37;Avenida;Euro 37;37;;;;;15;VIVENDA;711,48;58.508,86;555.626,77;1.500.000,00;2.719.636,09;;4.834.483,20;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;46;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN Pº DIRECCIÓN (D-1) PMS 31339;2021;2026;;206;TETUÁN;C/ Capitán Blanco Argibay nº 149;Calle;Capitán Blanco Argibay nº 149;149;;;;;15;VIVENDA;711,48;22.221,97;217.374,66;3.260.619,91;8.500.000,00;6.901.216,38;18.902.144,40;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;47;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN EL CAÑAVERAL 13 (M34 CD);2021;2026;;219;VICÁLVARO;Calle Tolerancia, 19;Calle;Tolerancia, 19;19;;;;;15;VIVENDA;711,48;780.946,22;3.144.064,90;9.432.194,71;13.000.000,00;5.642.082,69;32.000.000,00;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;48;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓNEL ESPINILLO S6-P8;2021;2026;;217;VILLAVERDE;Calle de la Conciliación, 7;Calle;Conciliación, 7;7;;;;;15;VIVENDA;711,48;154,54;155.552,61;2.333.289,13;8.500.000,00;2.536.606,03;13.526.313,79;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;49;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA.SEÑORA DE LORETO PARCELA 3;2022;2026;;221;BARAJAS;Calle Venus, 5;Calle;Venus, 5;5;;;;;15;VIVENDA;0;1.452,00;94.444,35;472.221,73;5.500.000,00;2.144.433,72;8.212.551,80;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;50;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA. SEÑORA DE LORETO PARCELA 4;2022;2026;;221;BARAJAS;Calle Venus, 1;Calle;Venus, 1;1;;;;;15;VIVENDA;0;618,18;114.271,82;1.142.718,16;6.000.000,00;2.679.071,48;9.936.679,64;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;51;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN PASEO DE LA DIRECCIÓN D-2;2021;2026;;206;TETUÁN;Calle Alberdi, 4;Calle;Alberdi, 4;4;;;;;15;VIVENDA;711,48;154,55;137.569,10;2.063.536,40;7.500.000,00;2.260.558,32;11.962.529,85;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;52;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VALLECAS 2,70;2021;2026;;218;VILLA DE VALLECAS;Avda. Ensanche de Vallecas, 33;Avenida;Ensanche de Vallecas, 33;33;;;;;15;VIVENDA;711,48;188.740,35;1.797.024,67;5.391.074,02;7.500.000,00;748.750,98;15.626.301,50;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;53;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICÁLVARO LA CATALANA 1B Y 1 C;2021;2026;;219;VICÁLVARO;C/ del Abad Juan Catalán,62;Calle;Abad Juan Catalán,62;62;;;;;15;VIVENDA;3.558,76;21.934,54;139.571,67;2.093.575,02;7.500.000,00;2.378.026,77;12.136.666,76;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;41/2023;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER 4.8.2 D DE LA UE1 DEL UZI 0.10 “ENSANCHE DE CARABA;2023;2026;;211;CARABANCHEL;C/Tremis, 2;Calle ;Tremis;2;;;;;15;VIVENDA;;150.000,00;2.470.077,04;3.000.000,00;555.115,57;;6.175.192,61;EN PROCESO;;;;;26/04/2023;;
700;EMPRESA MUNICIPAL DE TRANSPORTES, S.A.;;;PROY/EMT/001;CONSTRUCCIONES  Plan de Negocio Madrid Nuevo Norte;2021;2026;;205;CHAMARTÍN;Plan de Negocio Madrid Nuevo Norte;;;;;;40.621;-3.6766;6;URBANISMO;373.026,91;2.375.389,63;4.742.969,00;6.640.156,60;6.640.156,60;6.640.156,60;27.411.855,34;EN PROCESO;;;;;26/04/2023;;
700;EMPRESA MUNICIPAL DE TRANSPORTES, S.A.;;;OTROS/EMT/002;CONSTRUCCIONES  Nuevo Centro de Operaciones en las Tablas;2022;2026;;208;FUENCARRAL-EL PARDO;;Construcción Nuevo Centro de Operaciones en las Tablas;;;;;40.5051;-3.6695;2;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;0;285.000,00;0;44.745.217,06;53.227.823,59;53.227.823,59;151.485.864,24;EN PROCESO;;;;;26/04/2023;;
700;EMPRESA MUNICIPAL DE TRANSPORTES, S.A.;;;OTROS/EMT/002;CONSTRUCCIONES  Construcción de Nuevo Centro de Operacions en la Elipa;2018;2025;;215;CIUDAD LINEAL;;Construcción Nuevo Centro de Operaciones en la Elipa;;;;;40.4231;-3.6524;2;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;418.280,00;130.725,00;0;41.055.800,00;50.111.600,00;24.111.600,00;115.828.005,00;EN PROCESO;;;;;26/04/2023;;
